name,description,platforms,technique_id,technique_name
Manual Windows Update Removal,Detects the use of WUSA to uninstall a KB. Attackers may attempt this to make available patched exploits or weakness on a system.,windows,T1562,Impair Defenses
Manual Windows Update Removal,Detects the use of WUSA to uninstall a KB. Attackers may attempt this to make available patched exploits or weakness on a system.,windows,T1562.001,Impair Defenses: Disable or Modify Tools
PowerShell ISE with Excel Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PowerShell ISE with Excel Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE with Excel Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Suspicious PowerShell Command Line,Detects execution of the PowerShell script interpreter with command line arguments that are often used to load and run malicious code.,windows,T1059,Command and Scripting Interpreter
Suspicious PowerShell Command Line,Detects execution of the PowerShell script interpreter with command line arguments that are often used to load and run malicious code.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Suspicious PowerShell Command Line,Detects execution of the PowerShell script interpreter with command line arguments that are often used to load and run malicious code.,windows,T1140,Deobfuscate/Decode Files or Information
Suspicious PowerShell Command Line,Detects execution of the PowerShell script interpreter with command line arguments that are often used to load and run malicious code.,windows,T1027,Obfuscated Files or Information
Suspicious PowerShell Command Line,Detects execution of the PowerShell script interpreter with command line arguments that are often used to load and run malicious code.,windows,T1132,Data Encoding
Suspicious PowerShell Command Line,Detects execution of the PowerShell script interpreter with command line arguments that are often used to load and run malicious code.,windows,T1001,Data Obfuscation
Suspicious PowerShell Command Line,Detects execution of the PowerShell script interpreter with command line arguments that are often used to load and run malicious code.,windows,T1129,Shared Modules
DE_KillCSMac,detects terminal commands killing Crowdstrike falcon agent processes and services on mac ,mac,,
Mavinject DLL Injection,Detects use of mavinject.exe to inject DLLs into a process.,windows,T1218,System Binary Proxy Execution
Mavinject DLL Injection,Detects use of mavinject.exe to inject DLLs into a process.,windows,T1127,Trusted Developer Utilities Proxy Execution
Mavinject DLL Injection,Detects use of mavinject.exe to inject DLLs into a process.,windows,T1055,Process Injection
Mavinject DLL Injection,Detects use of mavinject.exe to inject DLLs into a process.,windows,T1055.001,Process Injection: Dynamic-link Library Injection
Mavinject DLL Injection,Detects use of mavinject.exe to inject DLLs into a process.,windows,T1112,Modify Registry
SDB Install Using Sdb Explorer,Detects SDBs installed by accounts other than trusted installer which can be used for persistence.,windows,T1112,Modify Registry
SDB Install Using Sdb Explorer,Detects SDBs installed by accounts other than trusted installer which can be used for persistence.,windows,T1546,Event Triggered Execution
SDB Install Using Sdb Explorer,Detects SDBs installed by accounts other than trusted installer which can be used for persistence.,windows,T1546.011,Event Triggered Execution: Application Shimming
RDP Enabled via Registry Modification,Detects the enablement of RDP on a system via modification of the property values of the fDenyTSConnections and UserAuthentication keys.,windows,T1112,Modify Registry
RDP Enabled via Registry Modification,Detects the enablement of RDP on a system via modification of the property values of the fDenyTSConnections and UserAuthentication keys.,windows,T1021.001,Remote Services: Remote Desktop Protocol
RDP Enabled via Registry Modification,Detects the enablement of RDP on a system via modification of the property values of the fDenyTSConnections and UserAuthentication keys.,windows,T1021,Remote Services
Outlook Spawned Process Creating BAT Files,Detects the creation of BAT files by Outlook or a descendent process which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Outlook Spawned Process Creating BAT Files,Detects the creation of BAT files by Outlook or a descendent process which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Outlook Spawned Process Creating BAT Files,Detects the creation of BAT files by Outlook or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Outlook Spawned Process Creating BAT Files,Detects the creation of BAT files by Outlook or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
DE_NTDSDumpEx,will fill out later ,windows,,
Group Policy Script Creation js,Detects the creation of a group policy script which can be used for persistence by an attacker.,windows,T1037,Boot or Logon Initialization Scripts
Group Policy Script Creation js,Detects the creation of a group policy script which can be used for persistence by an attacker.,windows,T1037.003,Logon Scripts Mitigation: Network Logon Script
Suspicious VBScript Execution,Detects usage of the RUNDLL32.EXE or MSHTA.EXE utilities to execute VBScript. Often used by fileless malware to dynamically pass and execute code at runtime.,windows,T1218,System Binary Proxy Execution
Suspicious VBScript Execution,Detects usage of the RUNDLL32.EXE or MSHTA.EXE utilities to execute VBScript. Often used by fileless malware to dynamically pass and execute code at runtime.,windows,T1218.005,System Binary Proxy Execution: Mshta
Suspicious VBScript Execution,Detects usage of the RUNDLL32.EXE or MSHTA.EXE utilities to execute VBScript. Often used by fileless malware to dynamically pass and execute code at runtime.,windows,T1218.011,System Binary Proxy Execution: Rundll32
Suspicious VBScript Execution,Detects usage of the RUNDLL32.EXE or MSHTA.EXE utilities to execute VBScript. Often used by fileless malware to dynamically pass and execute code at runtime.,windows,T1059,Command and Scripting Interpreter
